customer_id,region,city_tier,segment,signup_month,age_group,member_level,acquisition_source
C000420,华东,二线,成长型,2025-10,55+,黑金,内容种草
C000421,华北,三线及以下,沉睡,2026-06,25-34,银卡,直播引流
C000422,华中,新一线,成长型,2026-01,55+,黑金,内容种草
C000423,东北,一线,高价值,2026-04,18-24,金卡,内容种草
C000424,华中,三线及以下,新客,2025-12,35-44,普通,自然搜索
C000425,华东,一线,成长型,2026-06,55+,金卡,自然搜索
C000426,华北,二线,成长型,2025-10,35-44,金卡,老客推荐
C000427,华北,三线及以下,价格敏感,2025-08,18-24,银卡,老客推荐
C000428,华东,一线,价格敏感,2025-10,25-34,金卡,线下活动
C000429,华北,新一线,沉睡,2026-02,18-24,银卡,内容种草
C000430,东北,新一线,高价值,2026-04,35-44,金卡,内容种草
C000431,华中,三线及以下,高价值,2025-08,55+,银卡,内容种草
C000432,华东,新一线,新客,2026-05,25-34,黑金,自然搜索
C000433,华中,三线及以下,高价值,2026-03,35-44,银卡,自然搜索
C000434,西南,一线,价格敏感,2025-08,45-54,普通,线下活动
C000435,华南,新一线,成长型,2026-04,25-34,金卡,线下活动
C000436,华东,新一线,价格敏感,2026-01,45-54,黑金,线下活动
C000437,华北,一线,沉睡,2026-07,35-44,普通,直播引流
C000438,华东,二线,沉睡,2026-06,35-44,银卡,自然搜索
C000439,华南,新一线,成长型,2025-11,25-34,金卡,线下活动
C000440,东北,二线,成长型,2025-12,25-34,银卡,线下活动
C000441,华东,一线,价格敏感,2026-07,18-24,银卡,自然搜索
C000442,华北,新一线,成长型,2025-12,35-44,金卡,老客推荐
C000443,华北,新一线,新客,2026-03,25-34,金卡,老客推荐
C000444,华东,二线,新客,2026-07,35-44,银卡,线下活动
C000445,华北,一线,价格敏感,2026-05,35-44,银卡,线下活动
C000446,华东,二线,新客,2026-07,55+,黑金,线下活动
C000447,华北,二线,成长型,2026-07,25-34,银卡,内容种草
C000448,华北,新一线,成长型,2025-09,35-44,银卡,内容种草
C000449,华中,新一线,新客,2026-02,35-44,普通,内容种草
C000450,华南,二线,新客,2026-02,45-54,普通,老客推荐
C000451,华东,二线,成长型,2025-09,18-24,黑金,直播引流
C000452,东北,二线,成长型,2025-08,45-54,普通,老客推荐
C000453,东北,二线,新客,2026-07,18-24,金卡,内容种草
C000454,华东,新一线,沉睡,2026-01,18-24,金卡,直播引流
C000455,华东,二线,成长型,2025-09,45-54,金卡,自然搜索
C000456,华东,二线,价格敏感,2026-04,25-34,银卡,自然搜索
C000457,华北,二线,价格敏感,2025-12,18-24,普通,自然搜索
C000458,华东,新一线,新客,2025-11,55+,普通,内容种草
C000459,华南,三线及以下,高价值,2026-03,35-44,普通,老客推荐
C000460,华中,新一线,价格敏感,2025-10,35-44,普通,自然搜索
C000461,华北,二线,新客,2026-04,45-54,普通,直播引流
C000462,西南,新一线,成长型,2026-06,25-34,普通,自然搜索
C000463,华北,三线及以下,价格敏感,2025-08,25-34,银卡,老客推荐
C000464,华东,一线,新客,2026-02,25-34,金卡,直播引流
C000465,华东,一线,成长型,2026-06,35-44,普通,直播引流
C000466,华北,二线,高价值,2026-03,45-54,金卡,老客推荐
C000467,华东,三线及以下,沉睡,2026-06,35-44,普通,内容种草
C000468,东北,三线及以下,价格敏感,2026-06,55+,银卡,内容种草
C000469,华北,一线,价格敏感,2026-05,18-24,普通,线下活动
C000470,华东,三线及以下,成长型,2026-04,25-34,银卡,自然搜索
C000471,西南,二线,沉睡,2026-06,45-54,金卡,直播引流
C000472,华南,三线及以下,高价值,2026-02,35-44,金卡,自然搜索
C000473,华东,二线,价格敏感,2026-05,45-54,普通,直播引流
C000474,华东,二线,沉睡,2025-08,35-44,金卡,直播引流
C000475,西南,三线及以下,沉睡,2026-03,45-54,金卡,自然搜索
C000476,西南,一线,成长型,2025-11,18-24,银卡,线下活动
C000477,华东,二线,沉睡,2025-09,25-34,普通,自然搜索
C000478,东北,三线及以下,价格敏感,2025-11,25-34,银卡,线下活动
C000479,华南,三线及以下,沉睡,2026-02,45-54,银卡,直播引流
C000480,华南,三线及以下,价格敏感,2026-07,25-34,银卡,自然搜索
C000481,华东,新一线,成长型,2025-10,45-54,银卡,老客推荐
C000482,华东,二线,成长型,2025-12,25-34,银卡,老客推荐
C000483,华东,新一线,成长型,2026-03,45-54,银卡,线下活动
C000484,华北,二线,成长型,2026-02,18-24,金卡,内容种草
C000485,西南,三线及以下,成长型,2026-01,25-34,银卡,老客推荐
C000486,华南,二线,价格敏感,2025-08,35-44,普通,老客推荐
C000487,华北,三线及以下,成长型,2026-01,35-44,普通,内容种草
C000488,西南,新一线,价格敏感,2025-12,45-54,普通,内容种草
C000489,华南,二线,价格敏感,2026-05,18-24,金卡,线下活动
C000490,华中,二线,成长型,2026-05,55+,普通,内容种草
C000491,西南,二线,沉睡,2026-04,45-54,普通,线下活动
C000492,华东,新一线,价格敏感,2025-09,55+,普通,内容种草
C000493,华南,二线,新客,2025-09,55+,金卡,内容种草
C000494,华东,新一线,成长型,2026-04,55+,普通,线下活动
C000495,华北,二线,价格敏感,2025-10,25-34,金卡,内容种草
C000496,华东,三线及以下,价格敏感,2025-08,45-54,金卡,线下活动
C000497,华北,二线,成长型,2025-12,45-54,普通,直播引流
C000498,华北,一线,新客,2025-10,45-54,普通,老客推荐
C000499,华东,三线及以下,成长型,2026-06,45-54,黑金,直播引流
C000500,华东,新一线,高价值,2025-09,55+,银卡,自然搜索
C000501,华中,二线,价格敏感,2026-04,18-24,银卡,老客推荐
C000502,华北,新一线,价格敏感,2026-06,45-54,普通,老客推荐
C000503,华东,新一线,高价值,2025-11,45-54,金卡,老客推荐
C000504,华北,新一线,高价值,2026-06,18-24,金卡,直播引流
C000505,华南,三线及以下,高价值,2026-03,45-54,银卡,自然搜索
C000506,华东,三线及以下,高价值,2025-12,35-44,普通,老客推荐
C000507,华南,二线,沉睡,2026-06,45-54,银卡,直播引流
C000508,西南,二线,沉睡,2025-11,35-44,普通,内容种草
C000509,华南,二线,成长型,2026-01,55+,银卡,自然搜索
C000510,华北,新一线,高价值,2025-12,35-44,普通,直播引流
C000511,西南,二线,新客,2026-06,45-54,普通,线下活动
C000512,华东,新一线,沉睡,2026-03,35-44,金卡,老客推荐
C000513,华南,一线,沉睡,2025-08,55+,金卡,线下活动
C000514,华北,新一线,价格敏感,2025-12,55+,普通,内容种草
C000515,华南,新一线,沉睡,2026-04,55+,普通,老客推荐
C000516,华北,二线,新客,2025-11,25-34,银卡,自然搜索
C000517,华南,二线,价格敏感,2025-12,35-44,银卡,自然搜索
C000518,华南,一线,新客,2025-10,55+,银卡,线下活动
C000519,华北,一线,价格敏感,2026-03,18-24,普通,内容种草
C000520,华南,二线,沉睡,2025-09,25-34,普通,线下活动
C000521,华北,三线及以下,新客,2025-08,35-44,金卡,线下活动
C000522,东北,二线,新客,2025-12,18-24,普通,内容种草
C000523,华南,三线及以下,成长型,2025-09,25-34,普通,自然搜索
C000524,华中,二线,高价值,2025-10,55+,普通,老客推荐
C000525,华南,二线,成长型,2025-12,18-24,普通,直播引流
C000526,西南,二线,成长型,2026-02,25-34,黑金,自然搜索
C000527,西南,三线及以下,成长型,2025-10,18-24,普通,内容种草
C000528,华中,一线,价格敏感,2025-12,35-44,银卡,线下活动
C000529,华南,新一线,价格敏感,2025-10,55+,普通,自然搜索
C000530,华中,一线,成长型,2026-07,25-34,银卡,老客推荐
C000531,华南,新一线,新客,2025-09,18-24,普通,直播引流
C000532,西南,一线,高价值,2025-09,35-44,银卡,线下活动
C000533,华东,新一线,价格敏感,2026-05,35-44,普通,内容种草
C000534,华东,一线,成长型,2026-01,35-44,普通,自然搜索
C000535,华北,新一线,沉睡,2025-08,45-54,普通,自然搜索
C000536,华南,三线及以下,高价值,2025-12,35-44,普通,自然搜索
C000537,西南,新一线,高价值,2025-08,18-24,金卡,老客推荐
C000538,华北,新一线,沉睡,2025-12,18-24,金卡,内容种草
C000539,华东,二线,成长型,2026-01,25-34,普通,线下活动
C000540,西南,一线,高价值,2026-04,55+,金卡,内容种草
C000541,华南,新一线,沉睡,2025-08,45-54,黑金,线下活动
C000542,东北,新一线,高价值,2026-05,55+,黑金,自然搜索
C000543,华南,二线,价格敏感,2026-03,35-44,银卡,内容种草
C000544,华北,新一线,成长型,2026-02,45-54,银卡,直播引流
C000545,华东,一线,沉睡,2026-02,35-44,普通,老客推荐
C000546,华东,三线及以下,高价值,2026-04,45-54,金卡,自然搜索
C000547,西南,三线及以下,成长型,2026-04,35-44,普通,直播引流
C000548,西南,一线,成长型,2026-02,25-34,金卡,线下活动
C000549,华中,二线,成长型,2026-05,18-24,黑金,直播引流
C000550,华南,新一线,价格敏感,2025-08,25-34,普通,直播引流
C000551,华南,一线,高价值,2025-09,18-24,普通,老客推荐
C000552,华北,二线,成长型,2026-06,25-34,金卡,直播引流
C000553,西南,新一线,价格敏感,2025-08,35-44,普通,内容种草
C000554,华中,三线及以下,新客,2025-09,25-34,银卡,自然搜索
C000555,华北,新一线,价格敏感,2026-02,45-54,普通,内容种草
C000556,华东,二线,价格敏感,2025-08,18-24,金卡,直播引流
C000557,华北,新一线,价格敏感,2026-06,55+,银卡,自然搜索
C000558,华中,一线,高价值,2025-10,18-24,普通,内容种草
C000559,东北,三线及以下,高价值,2025-11,55+,银卡,自然搜索
C000560,华北,三线及以下,沉睡,2026-06,55+,普通,直播引流
C000561,华北,三线及以下,成长型,2026-05,25-34,金卡,老客推荐
C000562,华南,三线及以下,成长型,2025-11,18-24,金卡,直播引流
C000563,华北,新一线,成长型,2026-05,35-44,银卡,内容种草
C000564,华中,二线,价格敏感,2025-11,45-54,普通,自然搜索
C000565,华中,二线,沉睡,2026-02,55+,金卡,线下活动
C000566,华北,二线,价格敏感,2026-03,18-24,银卡,线下活动
C000567,华北,新一线,成长型,2026-04,45-54,普通,自然搜索
C000568,西南,二线,成长型,2026-03,25-34,普通,直播引流
C000569,华北,三线及以下,高价值,2026-05,45-54,普通,老客推荐
C000570,华东,二线,沉睡,2026-01,45-54,普通,内容种草
C000571,华东,三线及以下,新客,2025-10,45-54,银卡,内容种草
C000572,东北,二线,成长型,2026-05,45-54,金卡,直播引流
C000573,西南,三线及以下,沉睡,2026-02,55+,普通,内容种草
C000574,华东,三线及以下,新客,2025-11,45-54,普通,自然搜索
C000575,华北,一线,新客,2025-10,55+,金卡,直播引流
C000576,华南,新一线,成长型,2026-07,45-54,普通,内容种草
C000577,华北,一线,新客,2025-09,35-44,普通,自然搜索
C000578,华中,新一线,成长型,2025-08,55+,普通,线下活动
C000579,华北,一线,价格敏感,2026-05,25-34,银卡,自然搜索
C000580,华北,一线,高价值,2026-07,18-24,金卡,内容种草
C000581,华北,新一线,成长型,2026-04,45-54,普通,线下活动
C000582,西南,二线,价格敏感,2026-04,55+,银卡,直播引流
C000583,华南,一线,沉睡,2026-05,25-34,普通,直播引流
C000584,华东,二线,新客,2026-02,18-24,银卡,老客推荐
C000585,华东,三线及以下,沉睡,2026-06,45-54,金卡,老客推荐
C000586,华东,一线,价格敏感,2026-02,55+,普通,老客推荐
C000587,华北,新一线,新客,2026-02,45-54,黑金,老客推荐
C000588,东北,三线及以下,高价值,2026-02,25-34,普通,线下活动
C000589,华南,三线及以下,高价值,2026-05,45-54,银卡,老客推荐
C000590,华南,三线及以下,成长型,2026-04,55+,普通,自然搜索
C000591,西南,新一线,价格敏感,2025-11,45-54,银卡,线下活动
C000592,华南,三线及以下,新客,2026-04,18-24,银卡,自然搜索
C000593,华中,新一线,成长型,2026-04,55+,普通,直播引流
C000594,华北,二线,高价值,2025-11,35-44,金卡,自然搜索
C000595,东北,二线,高价值,2026-01,18-24,普通,内容种草
C000596,华东,一线,高价值,2026-06,55+,普通,内容种草
C000597,华北,一线,价格敏感,2026-01,18-24,黑金,老客推荐
C000598,华北,二线,新客,2026-04,18-24,银卡,老客推荐
C000599,华东,二线,价格敏感,2026-06,45-54,金卡,直播引流
C000600,华南,三线及以下,高价值,2026-05,55+,银卡,线下活动
C000601,华东,三线及以下,新客,2025-11,35-44,普通,线下活动
C000602,华东,一线,成长型,2026-05,55+,普通,自然搜索
C000603,西南,三线及以下,价格敏感,2025-11,55+,金卡,直播引流
C000604,东北,二线,价格敏感,2025-10,25-34,金卡,内容种草
C000605,华北,三线及以下,高价值,2025-11,45-54,银卡,线下活动
C000606,华东,一线,沉睡,2025-08,18-24,普通,线下活动
C000607,华东,新一线,成长型,2026-06,45-54,普通,自然搜索
C000608,华中,二线,成长型,2025-10,25-34,普通,直播引流
C000609,东北,二线,新客,2026-01,18-24,普通,内容种草
C000610,华东,二线,价格敏感,2026-03,55+,黑金,老客推荐
C000611,华南,二线,成长型,2026-05,18-24,银卡,直播引流
C000612,华南,一线,沉睡,2025-10,25-34,银卡,直播引流
C000613,华南,新一线,成长型,2025-12,18-24,黑金,线下活动
C000614,华北,三线及以下,沉睡,2026-07,18-24,普通,直播引流
C000615,华北,二线,高价值,2025-11,35-44,金卡,自然搜索
C000616,东北,三线及以下,沉睡,2025-11,25-34,金卡,内容种草
C000617,华南,二线,价格敏感,2026-04,45-54,普通,自然搜索
C000618,华东,一线,成长型,2026-05,25-34,普通,老客推荐
C000619,华东,一线,价格敏感,2026-01,25-34,普通,自然搜索
C000620,东北,三线及以下,新客,2025-10,18-24,金卡,直播引流
C000621,华北,二线,成长型,2025-08,18-24,普通,线下活动
C000622,华南,一线,价格敏感,2026-01,18-24,银卡,线下活动
C000623,华北,新一线,成长型,2026-05,35-44,普通,直播引流
C000624,东北,新一线,沉睡,2025-08,45-54,银卡,直播引流
C000625,华东,新一线,新客,2025-08,45-54,金卡,直播引流
C000626,东北,二线,价格敏感,2026-03,45-54,普通,线下活动
C000627,华中,三线及以下,新客,2025-12,55+,金卡,内容种草
C000628,华中,二线,价格敏感,2026-01,35-44,黑金,内容种草
C000629,华东,二线,高价值,2025-09,25-34,普通,自然搜索
C000630,华南,新一线,新客,2025-11,18-24,黑金,直播引流
C000631,华北,二线,高价值,2026-07,45-54,银卡,内容种草
C000632,华中,三线及以下,价格敏感,2026-01,18-24,银卡,老客推荐
C000633,华东,二线,新客,2026-04,45-54,普通,直播引流
C000634,华东,三线及以下,新客,2026-02,45-54,普通,老客推荐
C000635,西南,二线,价格敏感,2025-12,25-34,银卡,内容种草
C000636,华南,新一线,价格敏感,2026-02,55+,金卡,内容种草
C000637,西南,三线及以下,价格敏感,2026-04,55+,银卡,内容种草
C000638,华中,新一线,价格敏感,2025-08,55+,普通,自然搜索
C000639,华东,二线,成长型,2025-11,45-54,普通,自然搜索
C000640,华南,新一线,成长型,2026-05,25-34,普通,内容种草
C000641,华南,二线,沉睡,2025-08,25-34,金卡,老客推荐
C000642,华中,三线及以下,沉睡,2026-07,45-54,普通,自然搜索
C000643,华东,二线,价格敏感,2026-04,25-34,普通,自然搜索
C000644,华东,二线,价格敏感,2026-06,35-44,普通,内容种草
C000645,华东,三线及以下,价格敏感,2026-07,45-54,普通,内容种草
C000646,华北,二线,沉睡,2026-06,25-34,普通,内容种草
C000647,东北,新一线,沉睡,2025-09,18-24,普通,线下活动
C000648,华北,三线及以下,高价值,2026-03,45-54,普通,内容种草
C000649,西南,二线,成长型,2025-11,25-34,普通,线下活动
C000650,华南,新一线,成长型,2025-10,25-34,银卡,线下活动
